"入庫番号","ステータス","状態","引取完了日","依頼元","車名","認定型式","車台番号","年式","車色","見積金額","登録番号１","登録番号２","登録番号３","登録番号４","NO","車証","印証","委任","譲渡","自賠","返却部品","営業担当者","入庫場所","引取車輌番号","自社管理番号"
"2000270","破砕ストップ","入庫済","2020/03/28","ＪＡあしきた　車両センター","ﾀｳﾝｴｰｽ","S-CM51","CM51-0011099","199109","ﾎﾜｲﾄ系","80000","熊本","46","ね","4222","有","有","有","有","有","無","","","","091800H20000270","3203C3"
"2000271","通常","入庫済","2020/03/28","個人","ｱｲ","CBA-HA1W","HA1W-0001290","200601","ｼﾙﾊﾞｰ系","5000","熊本","581","さ","1259","有","有","無","無","無","無","","","","091800H20000271","3203C4"
"2000088","通常","入庫済","2020/01/30","日産プリンス熊本販売（株） カーランド八代店","ｸﾘｯﾊﾟｰ","CBA-U71W","U71W-0100203","200706","ｼﾙﾊﾞｰ系","16200","熊本","583","ぬ","125","無","抹消原本","無","無","無","無","","","","091800H20000088","320167"
"2000331","通常","入庫済","2020/04/22","車検のコバック八代　千丁店","ﾗｲﾌ･ﾀﾞﾝｸ","LA-JB3","JB3-1019033","200101","ｺﾞｰﾙﾄﾞ系","10000","熊本","581","け","3282","無","抹消原本","無","無","無","無","","","","091800H20000331","320448"
"2000318","通常","入庫済","2020/04/03","日産人吉　営業","ﾗｲﾌ","LA-JB1","JB1-8231027","200212","ｼﾙﾊﾞｰ系","10000","熊本","581","ね","4066","無","有","無","無","無","無","","","","091800H20000318","320417"
"2000174","通常","入庫済","2020/03/10","全損残価評価システム","ｷｬﾘｰ","EBD-DA16T","DA16T-127107","201401","ﾎﾜｲﾄ系","10000","熊本","480","た","7379","有","有","無","無","無","有","","","","091800H20000174","320342"
"2000175","通常","入庫済","2020/03/10","プリンス水俣営業","ﾉｰﾄ","DBA-E11","E11-043251","200504","ｸﾞﾚｰ系","20000","熊本","599","た","7299","有","有","有","有","有","無","","","","091800H20000175","320339"
"2000176","通常","入庫済","2020/03/10","個人","bB","CBA-NCP30","NCP30-0092401","200502","ﾌﾞﾙｰ系","17000","熊本","531","む","902","有","有","有","有","有","無","","","","091800H20000176","320340"
"2000077","通常","入庫済","2020/02/06","個人","ｱｲｼｽ","DBA-ANM10G","ANM10-0089382","200709","ﾌﾞﾙｰ系","22000","熊本","502","そ","5916","有","有","有","有","有","無","","","","091800H20000077","320211"
"2000294","通常","入庫済","2020/04/01","ｽｽﾞｷアリーナ八代","ｻﾞｯﾂ","ABA-JD1","JD1-2102185","200503","ﾌﾞﾗｯｸ系","11000","熊本","580","い","682","無","抹消原本","無","無","無","無","","","","091800H20000295","320405"
"2000403","通常","入庫済","2020/05/26","日産人吉　営業","ｱｸﾃｨ","V-HA4","HA4-2238457","199501","ﾎﾜｲﾄ系","10000","熊本","41","ち","4185","有","有","","","","","","","","091800H20000403","320549"
"2000322","通常","入庫済","2020/04/14","株式会社　八代美研","ﾜｺﾞﾝR","TA-MC22S","MC22S-621756","200106","ﾎﾜｲﾄﾊﾟｰﾙ系","10000","熊本","580","や","5491","有","有","無","無","無","無","","","","091800H20000322","320434"
"2000325","通常","入庫済","2020/04/17","日産人吉　営業","ﾓｺ","CBA-MG21S","MG21S-453446","200510","ｵﾚﾝｼﾞ系","10000","熊本","581","と","3473","有","有","無","無","無","無","","","","091800H20000325","320440"
"2000170","通常","入庫済","2020/03/09","個人","ﾑｰﾌﾞ","GF-L900S","L900S-0049950","199905","ﾌﾞﾗｯｸ系","5000","熊本","580","こ","7341","有","有","無","無","無","無","","","","091800H20000170","320334"
"2000131","通常","入庫済","2020/02/22","（株）カーライフ","ｻﾞｯﾂ","ABA-JD1","JD1-1110541","200503","ﾎﾜｲﾄ系","11000","熊本","580","あ","9272","無","","無","無","無","有","","","","091800H20000131","320263"
"2000292","通常","入庫済","2020/03/30","ｽｽﾞｷアリーナ八代","ﾏｰﾁ","DBA-AK12","AK12-338602","200702","ｼﾙﾊﾞｰ系","22000","熊本","501","つ","3870","無","抹消原本","無","無","無","無","","","","091800H20000292","3203C9"
"2000126","通常","入庫済","2020/02/21","車検のコバック八代　千丁店","ﾜｺﾞﾝR","LA-MC22S","MC22S-149094","200103","ｼﾙﾊﾞｰ系","10000","熊本","50","ゆ","9428","無","コピー","無","無","無","無","","","","091800H20000126","320258"
"2000049","通常","入庫済","2020/01/28","個人","ﾑｰﾌﾞ","GF-L900S","L900S-0095008","199911","ﾐﾄﾞﾘ","7000","熊本","581","あ","9034","有","有","無","無","無","無","","","","091800H20000049","320156"
"2000410","通常","入庫済","2020/05/29","ガレージセブン","ｵﾙﾃｨｱ","GF-EL2","EL2-1303210","200001","ﾎﾜｲﾄ系","25000","熊本","500","せ","9478","無","抹消原本","無","無","無","無","","","","091800H20000410","320556"
"2000123","通常","入庫済","2020/02/20","ガレージセブン","ｱｸﾃｨ","V-HH3","HH3-2369822","199801","ｼﾙﾊﾞｰ系","10000","熊本","480","え","3902","有","有","無","無","無","無","","","","091800H20000123","320255"
"2000149","通常","入庫済","2020/02/29","日産人吉　営業","ekﾜｺﾞﾝ","DBA-H81W","H81W-1314094","200507","ﾌﾞﾙｰ系","10000","熊本","580","う","6467","有","有","無","無","無","有","","","","091800H20000149","320283"
"2000306","通常","入庫済","2020/03/31","カーライフ　個人","ｳﾞｨｯﾂ","CBA-SCP13","SCP13-0046751","200409","ｼﾙﾊﾞｰ系","25000","熊本","501","ひ","63","無","抹消原本","無","無","無","無","","","","091800H20000306","3203D5"
"2000248","通常","入庫済","2020/03/18","有限会社 竹田産業","ﾊｲｾﾞｯﾄ","V-S82P","S82P-143229","199311","ﾎﾜｲﾄ系","10000","熊本","41","ま","5034","無","無","無","無","無","無","","","","091800H20000248","320374"
"2000267","通常","入庫済","2020/03/26","（有）内田自動車工業","ﾃﾞﾐｵ","LA-DY3W","DY3W-120031","200212","ﾎﾜｲﾄ系","22000","熊本","530","ろ","1002","無","抹消原本","無","無","無","無","","","","091800H20000267","3203B8"
"2000268","通常","入庫済","2020/03/26","（有）内田自動車工業","ﾎﾟﾙﾃ","CBA-NNP10","NNP10-0008458","200409","ｼﾙﾊﾞｰ系","22000","熊本","501","は","3955","無","抹消原本","無","無","無","無","","","","091800H20000268","3203B9"
"2000186","通常","入庫済","2020/03/07","（有）桑原モータース","ﾗｲﾌ","CBA-JB5","JB5-4329723","200502","ﾌﾞﾙｰ系","11000","熊本","581","ふ","9538","無","抹消原本","無","無","無","無","","","","091800H20000186","320329"
"2000184","通常","入庫済","2020/03/05","ｽｽﾞｷアリーナ八代","MRﾜｺﾞﾝ","UA-MF21S","MF21S-339253","200303","ﾌﾞﾙｰ系","11000","熊本","53","き","2025","無","抹消原本","無","無","無","無","","","","091800H20000184","320316"
"2000383","通常","入庫済","2020/05/16","個人","ｶﾛｰﾗ","TB-EE103V","EE103-0121562","200204","ﾎﾜｲﾄ系","15000","熊本","400","つ","9034","無","抹消原本","無","無","無","無","","","","091800H20000383","320529"
"2000400","通常","入庫済","2020/05/25","（有）カーショップミヤモト","ｷｬﾘｰ","GD-DB52T","DB52T-203913","200004","ﾎﾜｲﾄ系","10000","熊本","41","ひ","2496","無","","無","無","無","無","","","","091800H20000400","320546"
"2000416","通常","入庫済","2020/06/03","（株）ゼロワン　ムギシマSS","ｳﾞｨｯﾂ","DBA-SCP90","SCP90-5075843","200709","ｸﾞﾚｰ系","20000","熊本","501","と","847","有","有","有","有","有","有","","","","091800H20000416","320605"
"2000153","通常","入庫済","2020/02/25","(株) ゼロワン　コーダSS","ﾉｰﾄ","DBA-E11","E11-246408","200708","ﾌﾞﾙｰ系","20000","熊本","599","た","7246","有","有","有","有","有","無","","","","091800H20000153","320267"
"2000218","通常","入庫済","2020/03/17","ハロービックハロー八代","MPV","GF-LWEW","LWEW-172061","200106","ﾎﾜｲﾄ系","25000","熊本","300","ち","2422","有","有","有","有","有","","","","","091800H20000218","320367"
"2000185","通常","入庫済","2020/03/02","ｽｽﾞｷアリーナ八代","ﾜｺﾞﾝR","DBA-MH22S","MH22S-316041","200710","ｼﾙﾊﾞｰ系","11000","熊本","580","そ","9076","無","抹消原本","無","無","無","無","","","","091800H20000185","320304"
"2000142","破砕ストップ","入庫済","2020/02/28","くまもと共済　熊本サービスセンター","ﾙｰｸｽ","DBA-B21A","B21A-0590858","201907","ﾌﾞﾗｯｸ系","0","熊本","588","え","1108","有","有","無","無","無","","","","","091800H20000142","320277"
"2000057","通常","入庫済","2020/01/23","ｽｽﾞｷアリーナ八代","ｷｭｰﾌﾞ","CBA-BGZ11","BGZ11-664623","200501","ﾎﾜｲﾄﾊﾟｰﾙ系","20000","熊本","502","て","3061","無","抹消原本","無","無","無","無","","","","091800H20000057","320145"
"2000144","通常","入庫済","2020/02/28","個人","ﾊｲｴｰｽ･ﾚｼﾞｱｽ","KD-KCH40W","KCH40-0009410","199711","ｼﾙﾊﾞｰ系","35000","熊本","300","な","1240","","","","","","","","","","091800H20000144","320279"
"2000073","通常","入庫済","2020/02/03","個人","ﾃﾞﾐｵ","GF-DW5W","DW5W-408725","200105","ｼﾙﾊﾞｰ系","15000","熊本","531","ほ","1212","有","有","有","有","有","無","","","","091800H20000073","320207"
"2000279","通常","入庫済","2020/03/24","車検のコバック八代　千丁店","ｻﾝﾊﾞｰ","V-KS4","KS4-125738","199208","ﾎﾜｲﾄ系","10000","熊本","41","く","8235","無","抹消原本","無","無","無","無","","","","091800H20000279","320395"
"2000291","通常","入庫済","2020/03/30","ｽｽﾞｷアリーナ八代","ﾐﾗ","TA-L250S","L250S-0103728","200511","ﾌﾞﾗｯｸ系","11000","熊本","581","に","4373","無","抹消原本","無","無","無","無","","","","091800H20000291","3203C8"
"2000280","通常","入庫済","2020/03/27","車検のコバック八代　千丁店","ﾊｲｾﾞｯﾄ","LE-S210V","S210V-0064285","200407","ｼﾙﾊﾞｰ系","10000","熊本","41","も","8967","無","抹消原本","無","無","無","無","","","","091800H20000280","3203C2"
"2000281","通常","入庫済","2020/03/30","くるま屋買取りセンター","ﾑｰﾌﾞ･ﾗﾃ","DBA-L550S","L550S-0016585","200411","ﾋﾟﾝｸ系","11000","熊本","584","ゆ","2828","無","コピー","無","無","無","無","","","","091800H20000281","3203D3"
"2000376","通常","入庫済","2020/05/14","くまもと共済　熊本サービスセンター","ｽｲﾌﾄ","DBA-ZC72S","ZC72S-151460","201206","ﾎﾜｲﾄﾊﾟｰﾙ系","20000","熊本","509","に","888","有","有","","","","有","","","","091800H20000376","320522"
"2000165","通常","入庫済","2020/03/07","くるま屋買取りセンター","ﾐﾗ","TA-L700S","L700S-0180400","200012","ｼﾙﾊﾞｰ系","11000","熊本","50","ゆ","304","無","コピー","無","無","無","無","","","","091800H20000165","320326"
"2000182","通常","入庫済","2020/03/05","ｽｽﾞｷアリーナ八代","ﾜｺﾞﾝR","CBA-MH21S","MH21S-833547","200503","ﾌﾞﾗｯｸ系","11000","熊本","580","い","2272","無","抹消原本","無","無","無","無","","","","091800H20000183","320315"
"2000118","通常","入庫済","2020/02/18","全損残価評価システム","ｱﾙﾄ･ﾗﾊﾟﾝ","CBA-HE21S","HE21S-516590","200501","ｲｴﾛｰ系","10000","熊本","580","あ","482","有","有","無","無","無","有","","","","091800H20000118","320250"
"2000329","通常","入庫済","2020/04/22","車検のコバック八代　千丁店","ﾗｲﾌ","CBA-JB5","JB5-4360483","200506","ﾎﾜｲﾄﾊﾟｰﾙ系","10000","熊本","580","う","7645","無","抹消原本","無","無","無","無","","","","091800H20000329","320447"
"2000228","通常","入庫済","2020/03/19","個人","ﾜｺﾞﾝR","UA-MC22S","MC22S-534697","200311","ｼﾙﾊﾞｰ系","7000","熊本","53","け","9457","有","有","無","無","無","無","","","","091800H20000228","320378"
"2000047","通常","入庫済","2020/01/27","個人","ｽｲﾌﾄ","DBA-ZC71S","ZC71S-464017","200812","ﾎﾜｲﾄﾊﾟｰﾙ系","7000","熊本","502","す","3526","有","有","","","","無","","","","091800H20000047","320153"
"2000255","通常","入庫済","2020/03/25","全損残価評価システム","MAX","UA-L950S","L950S-0062511","200307","ﾋﾟﾝｸ系","10000","熊本","581","て","3470","有","有","無","無","無","有","","","","091800H20000255","3203A5"
"2000367","通常","入庫済","2020/05/11","日産人吉　営業","ｽﾃﾗ","DBA-RN1","RN1-113482","200812","ﾌﾞﾗｯｸ系","10000","熊本","580","な","4089","有","有","無","無","無","有","","","","091800H20000367","320518"
"2000110","通常","入庫済","2020/02/14","ｽｽﾞｷアリーナ八代","ﾃｨｰﾀﾞ","DBA-C11","C11-146461","200703","ｸﾞﾚｰ系","20000","熊本","530","ろ","903","無","抹消原本","無","無","無","無","","","","091800H20000110","320241"
"2000155","通常","入庫済","2020/03/06","熊本県県南広域本部　芦北地域振興局","ﾌｧﾐﾘｱ","UB-BVY11","VY11-531192","200309","ﾎﾜｲﾄ系","22000","熊本","400","そ","71","無","抹消原本","無","無","有","無","","","","091800H20000155","320318"
"2000293","通常","入庫済","2020/03/30","ｽｽﾞｷアリーナ八代","AD","UB-VY11","VY11-264637","200402","ﾎﾜｲﾄ系","22000","熊本","400","つ","3415","有","抹消原本","無","無","無","無","","","","091800H20000293","3203D0"
"2000313","通常","入庫済","2020/04/04","（有）桑原モータース","ｱｸﾃｨ","V-HA3","HA3-2337705","0","ﾎﾜｲﾄ系","11000","熊本","41","に","7948","無","抹消原本","無","無","無","無","","","","091800H20000314","320424"
"2000134","通常","入庫済","2020/02/21","(株) ゼロワン　コーダSS","ﾑｰﾌﾞ･ｶｽﾀﾑ","UA-L150S","L150S-1018749","200302","ﾌﾞﾗｯｸ系","10000","熊本","583","そ","1713","無","抹消原本","無","無","無","無","","","","091800H20000134","320257"
"2000246","通常","入庫済","2020/03/24","熊本県県南広域本部","ﾗﾋﾟｭﾀ","CBA-HP22S","HP22S-630183","200406","ﾎﾜｲﾄﾊﾟｰﾙ系","11000","熊本","53","す","4885","無","抹消原本","無","無","無","無","","","","091800H20000246","320396"
"2000253","通常","入庫済","2020/03/24","ＪＡあしきた　車両センター","ﾓｺ","UA-MG21S","MG21S-315852","200303","ｼﾙﾊﾞｰ系","10000","熊本","580","つ","4534","有","","無","無","無","無","","","","091800H20000253","3203A2"
"2000256","通常","入庫済","2020/03/25","個人","ｵﾃﾞｯｾｲ","DBA-RB1","RB1-3411949","200712","ﾎﾜｲﾄﾊﾟｰﾙ系","25000","熊本","301","つ","8236","有","有","有","有","有","無","","","","091800H20000256","3203A4"
"2000337","通常","入庫済","2020/04/23","くるま屋買取りセンター","ｸﾗｳﾝ","GH-JZS171","JZS171-0010542","199911","ﾎﾜｲﾄﾊﾟｰﾙ系","33000","熊本","301","さ","6804","","","","","","","","","","091800H20000337","320450"
"2000342","通常","入庫済","2020/04/25","ハロービックハロー八代","ﾜｺﾞﾝR","LA-MC22S","MC22S-269357","200111","ﾎﾜｲﾄﾊﾟｰﾙ系","10000","熊本","580","た","3103","有","有","無","無","無","無","","","","091800H20000342","320458"
"2000154","通常","入庫済","2020/03/05","日産人吉　営業","ﾏｰﾁ","DBA-K13","K13-352371","201109","ﾎﾜｲﾄﾊﾟｰﾙ系","30000","熊本","501","ま","4829","有","有","有","有","有","有","","","","091800H20000154","320317"
"2000375","通常","入庫済","2020/05/13","(株) ゼロワン　コーダSS","ﾀﾝﾄ","CBA-L350S","L350S-0118122","200505","ｼﾙﾊﾞｰ系","10000","熊本","580","う","7785","無","抹消原本","無","無","無","無","","","","091800H20000375","320521"
"2000117","通常","入庫済","2020/02/18","フェニックスガレージ","ﾜｺﾞﾝR","DBA-MH21S","MH21S-673188","200607","ﾚｯﾄﾞ系","10000","熊本","580","け","1710","有","有","無","無","無","無","","","","091800H20000117","320249"
"2000241","通常","入庫済","2020/03/23","日産人吉　営業","ｱﾚｯｸｽ","TA-ZZE123","ZZE123-0013424","200206","ﾎﾜｲﾄ系","20000","熊本","530","す","4021","有","有","有","有","有","無","","","","091800H20000241","320390"
"2000360","通常","入庫済","2020/05/02","車検のコバック八代　千丁店","ﾊｲｾﾞｯﾄ","V-S100P","S100P-107962","199709","ﾎﾜｲﾄ系","10000","熊本","41","な","9511","無","抹消原本","無","無","無","無","","","","091800H20000360","320506"
"2000320","通常","入庫済","2020/04/13","日産人吉　営業","ｱﾃﾝｻﾞ","DBA-GHEFS","GHEFS-100286","200806","ﾌﾞﾗｯｸ系","25000","熊本","339","も","8","有","有","","","","無","","","","091800H20000320","320433"
"2000321","通常","入庫済","2020/04/14","日産人吉　営業","bB","CBA-NCP30","NCP30-0087907","200412","ﾌﾞﾗｯｸ系","20000","熊本","501","ひ","2258","有","有","有","有","有","無","","","","091800H20000321","320432"
"2000094","通常","入庫済","2020/02/12","ガレージセブン","ﾚｶﾞｼｨ","TA-BH5","BH5-243066","200303","ﾌﾞﾗｯｸ系","25000","熊本","501","め","546","有","有","有","有","有","無","","","","091800H20000094","320227"
"2000257","通常","入庫済","2020/03/25","熊本県県南広域本部","ｱﾄﾗｽ","PDG-SZ4F24","SZ4F24-000158","200903","ｲｴﾛｰ系","55000","熊本","800","す","4161","無","抹消原本","無","無","有","無","","","","091800H20000257","3203A6"
"2000103","通常","入庫済","2020/02/13","ｽｽﾞｷアリーナ八代","ﾐﾗ･ｱｳﾞｨ","UA-L250S","L250S-1007299","200302","ｺﾞｰﾙﾄﾞ系","10000","熊本","53","か","4276","無","抹消原本","無","無","無","無","","","","091800H20000103","320233"
"2000105","通常","入庫済","2020/02/13","ｽｽﾞｷアリーナ八代","ﾜｺﾞﾝR","CBA-MH21S","MH21S-343623","200503","ﾎﾜｲﾄﾊﾟｰﾙ系","10000","熊本","580","あ","9292","無","抹消原本","無","無","無","無","","","","091800H20000105","320235"
"2000363","通常","入庫済","2020/05/08","（有）嶋田車体","ﾑｰﾌﾞ･ｶｽﾀﾑ","DBA-L150S","L150S-0245469","200511","ﾌﾞﾗｯｸ系","10000","熊本","581","ろ","7167","無","コピー","無","無","無","無","","","","091800H20000363","320513"
"2000200","通常","入庫済","2020/03/12","日産人吉　営業","ﾌﾞｰﾝ","DBA-M300S","M300S-0014326","200706","ﾎﾜｲﾄﾊﾟｰﾙ系","20000","熊本","530","さ","1334","有","有","有","有","有","無","","","","091800H20000200","320349"
"2000359","通常","入庫済","2020/05/02","全損残価評価システム","ﾊｽﾗｰ","DBA-MR31S","MR31S-213959","201404","ﾌﾞﾙｰ系","33000","熊本","583","き","681","有","有","無","無","無","有","","","","091800H20000359","320505"
"2000240","通常","入庫済","2020/03/23","日産人吉　営業","ﾊｲｾﾞｯﾄ","V-S110P","S110P-165668","199805","ﾎﾜｲﾄ系","10000","熊本","480","そ","1845","有","有","無","無","無","無","","","","091800H20000240","320389"
"2000244","通常","入庫済","2020/03/23","熊本県県南広域本部","ﾌﾟﾛﾎﾞｯｸｽ","UB-NCP50V","NCP50-0017740","200309","ﾎﾜｲﾄ系","33000","熊本","400","そ","12","無","抹消原本","無","無","有","無","","","","091800H20000244","320393"
"2000207","通常","入庫済","2020/03/14","個人","ﾏｰｸ2","E-JZX90","JZX90-6518459","199305","ﾎﾜｲﾄ系","30000","熊本","33","ち","7021","有","有","有","","","有","","","","091800H20000207","320357"
"2000209","通常","入庫済","2020/03/14","全損残価評価システム","ﾑｰﾌﾞ･ｺﾝﾃ","DBA-L575S","L575S-0140147","201112","ﾌﾞﾗｯｸ系","10000","熊本","580","め","8954","有","有","無","無","無","有","","","","091800H20000209","320359"
"2000285","通常","入庫済","2020/03/27","車検のコバック八代　千丁店","ﾑｰﾌﾞ･ﾗﾃ","DBA-L550S","L550S-0053252","200509","ｺﾞｰﾙﾄﾞ系","10000","熊本","580","え","2175","無","抹消原本","無","無","無","無","","","","091800H20000285","3203C1"
"2000158","通常","入庫済","2020/03/04","ＪＡあしきた　車両センター","ﾌﾟﾚｵ","LE-RV1","RV1-058022","200207","ﾎﾜｲﾄ系","10000","熊本","41","み","3820","有","有","無","無","無","無","","","","091800H20000158","320313"
"2000159","通常","入庫済","2020/03/06","ＪＡあしきた　車両センター","ｻﾝﾊﾞｰ","V-KS3","KS3-118582","199607","ﾎﾜｲﾄ系","10000","熊本","41","て","4141","有","有","無","無","無","無","","","","091800H20000159","320320"
"2000203","通常","入庫済","2020/03/13","ＪＡあしきた　車両センター","MRﾜｺﾞﾝ","UA-MF21S","MF21S-316021","200207","ｲｴﾛｰ系","10000","熊本","53","き","5837","無","有","無","無","無","無","","","","091800H20000203","320352"
"2000204","通常","入庫済","2020/03/13","ＪＡあしきた　車両センター","ﾃﾘｵｽｷｯﾄﾞ","TA-J131G","J131G-039611","200406","ﾌﾞﾗｯｸ系","10000","熊本","580","は","8688","無","有","無","無","無","無","","","","091800H20000204","320353"
"2000214","通常","入庫済","2020/03/16","日産人吉　営業","ｲﾝﾌﾟﾚｯｻ","DBA-GH2","GH2-002150","200705","ｼﾙﾊﾞｰ系","20000","熊本","331","す","358","有","有","有","有","有","無","","","","091800H20000214","320362"
"2000211","通常","入庫済","2020/03/14","（株）カーライフ","ﾊｲｾﾞｯﾄ","V-S100V","S100V-099308","199801","ﾎﾜｲﾄ系","11000","熊本","41","ぬ","503","無","抹消原本","無","無","無","無","","","","091800H20000211","320356"
"2000217","通常","入庫済","2020/03/17","フェニックスガレージ","ﾜｺﾞﾝR","TA-MC22S","MC22S-624580","200106","ﾎﾜｲﾄﾊﾟｰﾙ系","10000","熊本","584","ぬ","1020","有","有","無","無","無","無","","","","091800H20000217","320366"
"2000227","通常","入庫済","2020/03/19","ガレージセブン","ﾓｺ","CBA-MG21S","MG21S-425096","200503","ｸﾞﾘｰﾝ系","10000","熊本","580","あ","8190","有","有","無","無","無","無","","","","091800H20000227","320376"
"2000222","通常","入庫済","2020/03/18","個人","ﾀﾝﾄ","DBA-L375S","L375S-0429543","201108","ｲｴﾛｰ系","5000","熊本","580","む","6981","有","有","無","無","無","無","","","","091800H20000222","320370"
"2000226","通常","入庫済","2020/03/19","日産人吉　営業","ｴﾙｸﾞﾗﾝﾄﾞ","CBA-ME51","ME51-000892","200412","ﾎﾜｲﾄﾊﾟｰﾙ系","40000","熊本","339","み","510","有","有","有","有","有","有","","","","091800H20000226","320375"
"2000263","通常","入庫済","2020/03/26","中山車両整備工場","ﾌﾟﾚｵ","GD-RV1","RV1-027053","200001","ﾎﾜｲﾄ系","10000","熊本","480","さ","641","有","有","無","無","無","無","","","","091800H20000263","3203B5"
"2000251","通常","入庫済","2020/03/24","個人","ﾑｰﾌﾞ･ﾗﾃ","DBA-L550S","L550S-0029551","200502","ｲｴﾛｰ系","5000","熊本","581","と","3330","有","有","無","無","無","無","","","","091800H20000251","3203A0"
"2000245","通常","入庫済","2020/03/23","ハロービックハロー八代","ｴｯｾ","DBA-L235S","L235S-0021771","200603","ｸﾞﾘｰﾝ系","10000","熊本","581","ね","9900","有","有","無","無","無","無","","","","091800H20000245","320394"
"2000769","通常","入庫済","2020/10/02","宮本鈑金塗装工場","ｱﾙﾄ","GF-HA12S","HA12S-628057","199906","ｼﾙﾊﾞｰ系","12000","熊本","50","ま","7475","無","抹消原本","無","無","無","無","","","","091800H20000769","321005"
"2000238","通常","入庫済","2020/03/03","ｽｽﾞｷアリーナ八代","ｲｽﾄ","CBA-NCP60","NCP60-0165418","200406","ﾎﾜｲﾄﾊﾟｰﾙ系","22000","熊本","500","も","81","無","抹消原本","無","無","無","無","","","","091800H20000238","320307"
"2000239","通常","入庫済","2020/03/19","ｽｽﾞｷアリーナ八代","ｱﾙﾄ","CBA-HA24S","HA24S-149089","200504","ｸﾞﾘｰﾝ系","11000","熊本","580","い","5750","無","抹消原本","無","無","無","無","","","","091800H20000239","320377"
"2000346","通常","入庫済","2020/04/28","（有）カーショップミヤモト","ﾐﾗ","UA-L250S","L250S-1031154","200309","ｼﾙﾊﾞｰ系","10000","熊本","581","く","8195","有","有","無","無","無","無","","","","091800H20000346","320462"
"2000288","通常","入庫済","2020/04/03","日産人吉　営業","ｾﾚﾅ","CBA-C25","C25-011112","200506","ｺﾞｰﾙﾄﾞ系","30000","熊本","531","せ","134","有","有","有","有","有","無","","","","091800H20000288","320418"
"2000348","通常","入庫済","2020/04/18","ｽｽﾞｷアリーナ八代","ﾑｰﾌﾞ","DBA-L150S","L150S-0196890","200503","ﾌﾞﾙｰ系","11000","熊本","580","い","127","無","抹消原本","無","無","無","無","","","","091800H20000348","320441"
"2000338","通常","入庫済","2020/04/24","フェニックスガレージ","ｻﾝﾊﾞｰ","LE-TV1","TV1-060397","200205","ｼﾙﾊﾞｰ系","10000","熊本","480","く","8936","無","抹消原本","無","無","無","無","","","","091800H20000338","320454"
"2000339","通常","入庫済","2020/04/24","フェニックスガレージ","ﾜｺﾞﾝR","UA-MC22S","MC22S-514240","200304","ﾌﾞﾗｯｸ系","10000","熊本","581","ひ","6199","有","有","無","無","無","無","","","","091800H20000339","320455"
"2000315","通常","入庫済","2020/04/09","（有）嶋田車体","ｻﾝﾊﾞｰ","LE-TV1","TV1-114568","200505","ﾎﾜｲﾄ系","10000","熊本","480","そ","3322","無","抹消コピー","無","無","無","無","","","","091800H20000315","320428"
"2000386","通常","入庫済","2020/05/18","くるま屋買取りセンター","ﾐﾗ","UA-L700S","L700S-0278050","200203","ﾊﾟｰﾌﾟﾙ系","11000","熊本","53","あ","9044","無","コピー","無","無","無","無","","","","091800H20000386","320532"
"2000334","通常","入庫済","2020/04/24","個人","ﾊｲｾﾞｯﾄ","GD-S200P","S200P-0056629","200102","ﾎﾜｲﾄ系","10000","熊本","41","ほ","129","有","有","無","無","無","無","","","","091800H20000334","320453"
"2000276","通常","入庫済","2020/03/26","(株) ゼロワン　コーダSS","ﾑｰﾌﾞ･ｶｽﾀﾑ","CBA-L150S","L150S-0201139","200503","ｸﾞﾚｰ系","10000","熊本","581","は","6033","無","抹消原本","無","無","無","無","","","","091800H20000276","3203B2"
"2000411","通常","入庫済","2020/05/30","個人","ｱﾙﾄ･ﾗﾊﾟﾝ","UA-HE21S","HE21S-338590","200209","ｸﾞﾘｰﾝ系","7000","熊本","581","ま","4438","有","有","無","無","無","無","","","","091800H20000411","320557"
"2000406","通常","入庫済","2020/05/27","個人","ｱｳﾃﾞｨ･A4","GH-8EALT","WAUZZZ8E35A523271","200505","ﾌﾞﾗｯｸ系","15000","熊本","301","て","7972","有","有","有","有","有","無","","","","091800H20000406","320552"
"2000371","通常","入庫済","2020/05/08","ｽｽﾞｷアリーナ八代","ｵﾃﾞｯｾｲ","DBA-RB1","RB1-3053688","200401","ﾎﾜｲﾄﾊﾟｰﾙ系","33000","熊本","339","む","1123","","抹消原本","","","","","","","","091800H20000371","320512"
"2000412","通常","入庫済","2020/06/01","マツダ八代インター　営業","ﾌﾚｱ","DAA-MJ44S","MJ44S-500206","201511","ﾌﾞﾗｯｸ系","50000","熊本","583","か","5308","有","有","無","無","無","有","","","","091800H20000412","320601"
"2000283","通常","入庫済","2020/04/02","日産人吉　営業","ﾗﾌｪｽﾀ","DBA-B30","B30-217757","200903","ﾌﾞﾗｯｸ系","25000","熊本","501","ね","2138","有","有","有","有","有","無","","","","091800H20000283","320414"
"2000284","通常","入庫済","2020/04/02","（有）カーショップミヤモト","ｵﾃﾞｯｾｲ","E-RA1","RA11061885","199509","ﾌﾞﾙｰ系","25000","熊本","33","に","6004","有","有","有","有","有","有","","","","091800H20000284","320412"
"2000308","通常","入庫済","2020/04/01","（有）桑原モータース","AZﾜｺﾞﾝ","DBA-MJ21S","MJ21S-495169","200612","ｼﾙﾊﾞｰ系","11000","熊本","580","て","7965","無","抹消原本","無","無","無","無","","","","091800H20000308","320403"
