"入庫番号","ステータス","状態","引取完了日","依頼元","車名","認定型式","車台番号","年式","車色","見積金額","登録番号１","登録番号２","登録番号３","登録番号４","NO","車証","印証","委任","譲渡","自賠","返却部品","営業担当者","入庫場所","引取車輌番号","自社管理番号"
"1800282","通常","入庫済","2018/07/02","マツダ八代インター　営業","ﾃﾞﾐｵ","DBA-DE3FS","DE3FS-100939","200707","ｼﾙﾊﾞｰ","10000","熊本","501","て","5429","有","有","有","有","有","無","","","","091800H18000282","300701"
"1800190","通常","入庫済","2018/05/08","（有）桑原モータース","ﾜｺﾞﾝR","LA-MC22S","MC22S-148700","200103","ｼﾙﾊﾞｰ","14000","熊本","50","よ","716","有","抹消原本","無","無","無","無","","","","091800H18000190","300509"
"1800211","通常","入庫済","2018/05/26","十條石油（株）","ﾜｺﾞﾝR","CBA-MH21S","MH21S-368159","200505","ﾋﾟﾝｸ","14000","熊本","580","い","8219","有","有","無","無","無","無","","","","091800H18000211","300535"
"1800243","通常","入庫済","2018/06/07","（株）ゼロワン　本社","ｾﾌｨｰﾛ","GF-PA33","PA33-554900","200006","ﾊﾟｰﾙ","50000","熊本","300","せ","7621","有","有","無","有","有","無","","","","091800H18000243","300612"
"1800289","通常","入庫済","2018/07/07","（株）カーライフ","ﾐﾗ･ｲｰｽ","DBA-LA300S","LA300S-1042595","201112","ｷﾞﾝ","25000","熊本","580","め","8640","無","有","無","無","無","無","","","","091800H18000289","300639"
"1800290","通常","入庫済","2018/07/04","（有）平山モータース","ﾀﾝﾄ","DBA-L375S","L375S-0641594","201303","ﾋﾟﾝｸ","54000","熊本","581","の","4244","有","有","無","無","無","有","","","","091800H18000290","300707"
"1800295","通常","入庫済","2018/07/07","エムオート","ﾐﾗ","TA-L250S","L250S-1089975","200502","ｺﾞｰﾙﾄﾞ","14000","熊本","580","あ","6863","無","抹消原本","無","無","無","無","","","","091800H18000295","300712"
"1800150","通常","入庫済","2018/03/22","日産人吉　営業","ｳｲﾝｸﾞﾛｰﾄﾞ","UA-WFY11","WFY11-362757","200402","ｼﾙﾊﾞｰ","23000","熊本","501","そ","7314","有","有","有","有","有","有","","","","091800H18000150","300351"
"1800261","通常","入庫済","2018/06/20","熊本日産自動車（株）人吉支店 中古車","ｽｶｲﾗｲﾝ","E-HR31","HR31-065656","0","ｸﾛ","25000","熊本","530","ま","2106","無","無","無","無","無","無","","","","091800H18000261","291255"
"1900011","通常","入庫済","2019/01/09","くるま屋買取りセンター","ﾑｰﾌﾞ","TA-L900S","L900S-0183154","200010","ｸﾛ","13000","熊本","581","は","3166","無","コピー","無","無","無","無","","","","091800H19000011","310112"
"1900083","通常","入庫済","2019/02/16","（株）ＪＵＳＴ","ﾀﾝﾄ","DBA-LA600S","LA600S-0022357","201311","ﾁｬ","100000","熊本","586","ふ","818","無","無","無","無","無","無","","","","091800H19000083","291202"
"1800119","通常","入庫済","2018/04/03","エムオート","ｽｸﾗﾑ","GD-DG52V","DG52V-160164","0","ｼﾛ","14000","熊本","41","は","4791","無","有","無","無","無","無","","","","091800H18000119","300409"
"1800114","通常","入庫済","2018/04/02","ハロービックハロー八代","ｷｭｰﾌﾞ","TA-AZ10","AZ10-284327","200202","ｼﾛ","23000","熊本","500","ね","5405","有","有","有","有","有","無","","","","091800H18000114","300403"
"1800284","通常","入庫済","2018/07/07","株式会社はなまる","ﾎﾟﾙﾃ","CBA-NNP11","NNP11-0048692","200604","ｸﾛ","20000","熊本","535","ち","310","無","抹消コピー","有","有","有","無","","村田眞一郎","","091800H18000284","300608"
"1800171","通常","入庫済","2018/04/26","有限会社　八代部品","ｱｸﾃｨ","EBD-HA8","HA8-1006997","201008","ｼﾛ","20000","熊本","480","す","1114","無","コピー","無","無","無","無","","","","091800H18000171","300436"
"1800628","通常","入庫済","2018/12/22","（株）ゼロワン　ムギシマSS","ekﾜｺﾞﾝ","UA-H81W","H81W-0770740","200403","ｷ","15000","熊本","580","く","4795","有","有","無","無","無","無","","","","091800H18000629","301255"
"1900088","通常","入庫済","2019/02/18","日産人吉　営業","ﾗﾌｪｽﾀ","CBA-B30","B30-017012","200502","ｸﾞﾚｰ","25000","熊本","500","ら","5600","有","有","有","有","有","無","","","","091800H19000088","310227"
"1900123","通常","入庫済","2019/02/27","みゆきオート","ﾀﾝﾄ","CBA-L350S","L350S-0166468","200602","ﾑﾗｻｷ","13000","熊本","580","か","7869","有","有","無","無","無","無","","","","091800H19000123","310264"
"1800630","通常","入庫済","2018/12/26","（株）ＪＵＳＴ","ﾌｨｯﾄ","DBA-GD1","GD1-2235157","200511","ｱｶ","23000","熊本","501","せ","4194","無","抹消原本","無","無","無","無","","","","091800H18000631","301259"
"1900074","通常","入庫済","2019/02/12","(株) ゼロワン　コーダSS","ﾌｨｯﾄ","DBA-GD1","GD1-2369822","200611","ｷﾞﾝ","28000","熊本","501","ほ","5552","有","有","有","有","有","無","","","","091800H19000074","310218"
"1800235","通常","入庫済","2018/06/04","日産人吉　営業","ﾌﾟﾚｵ","TA-RA1","RA1-341531","200312","ｸﾛ","14000","熊本","53","こ","2754","無","抹消原本","無","無","無","無","","","","091800H18000235","300605"
"1800316","通常","入庫済","2018/07/21","くまもと共済　八代営業所","ｱｸﾃｨ","GBD-HA7","HA7-1703292","200705","ｼﾛ","5000","熊本","480","さ","5958","有","有","無","無","無","有","","","","091800H18000316","300737"
"1800318","通常","入庫済","2018/07/23","有限会社　八代モータース","ﾜｺﾞﾝR","DBA-MH34S","MH34S-188193","201304","ｷﾞﾝ","50000","熊本","581","う","4808","無","抹消原本","無","無","無","無","","","","091800H18000318","300739"
"1800320","通常","入庫済","2018/07/23","亀崎モータース","ﾜｺﾞﾝR","UA-MC22S","MC22S-548727","0","ｼﾛ","14000","熊本","53","け","1756","無","抹消コピー","無","無","無","無","","","","091800H18000320","300742"
"1800232","通常","入庫済","2018/05/30","マツダ八代インター　営業","ﾌｧﾐﾘｱ","CBE-BVY11","VY11-541844","200601","ｼﾛ","23000","熊本","400","つ","340","有","有","有","有","有","無","","","","091800H18000232","300550"
"1800319","通常","入庫済","2018/07/23","有限会社　八代モータース","Kei","CBA-HN22S","HN22S-642512","0","ｷﾞﾝ","14000","熊本","53","そ","2538","有","有","無","無","無","無","","","","091800H18000319","300741"
"1900089","通常","入庫済","2019/02/18","日産人吉　営業","ｾﾚﾅ","DBA-CC25","CC25-364038","201003","ﾊﾟｰﾙ","30000","熊本","337","す","1717","有","有","有","有","有","無","","","","091800H19000089","310229"
"1800345","通常","入庫済","2018/08/06","（株）ＪＵＳＴ","ﾗｲﾌ","GF-JB1","JB1-1177411","0","ｷﾞﾝ","14000","熊本","580","て","9431","無","抹消原本","無","無","無","無","","","","091800H18000345","300813"
"1800324","通常","入庫済","2018/07/24","十條石油（株）","ｴｽﾃｨﾏ","TA-MCR30W","MCR30-0037202","200106","ｷﾞﾝ","40000","熊本","331","に","106","有","有","有","有","有","無","","","","091800H18000324","300745"
"1800383","通常","入庫済","2018/08/31","十條石油（株）","ｼﾋﾞｯｸ","GF-EK3","EK3-3500772","0","ｼﾙﾊﾞｰ","23000","熊本","500","す","9004","有","有","有","有","有","無","","","","091800H18000384","300750"
"1900080","通常","入庫済","2019/01/16","株式会社はなまる","ﾐﾗ","DBA-L275S","L275S-0017838","200702","ﾋﾟﾝｸ","15200","熊本","580","た","5540","無","コピー","無","無","無","無","","村田眞一郎","","091800H19000080","310120"
"1900048","通常","入庫済","2019/01/29","車検のコバック八代　千丁店","ﾊｲｾﾞｯﾄ","V-S100P","S100P-020785","199408","ｼﾛ","13000","熊本","41","せ","8089","無","無","無","無","無","無","","","","091800H19000048","310153"
"1900101","通常","入庫済","2019/02/22","㈲荒木自動車整備工業","ｲｽﾄ","CBA-NCP61","NCP61-0161224","200603","ｷﾞﾝ","20000","熊本","501","そ","6724","無","抹消コピー","無","無","無","無","","","","091800H19000101","310239"
"1900065","通常","入庫済","2019/02/04","(株) ゼロワン　コーダSS","ﾌﾟﾛﾎﾞｯｸｽ","CBE-NCP51V","NCP51-0102278","200506","ｼﾛ","20000","熊本","400","つ","5297","有","有","有","有","有","有","","","","091800H19000065","310209"
"1900102","通常","入庫済","2019/02/22","（有）平山モータース","ｱﾙﾄ","DBA-HA25S","HA25S-761630","201009","ﾐｽﾞｲﾛ","50000","熊本","580","ほ","1756","有","無","無","無","無","無","","","","091800H19000102","300223"
"1800136","通常","入庫済","2018/04/23","みゆきオート","ﾑｰﾌﾞ","TA-L900S","L900S-0233072","200104","ｺﾞｰﾙﾄﾞ","14000","熊本","50","よ","5754","有","有","無","無","無","無","","","","091800H18000136","300433"
"1800142","通常","入庫済","2018/04/17","フェニックスガレージ","ｴﾙｸﾞﾗﾝﾄﾞ","GF-ALE50","ALE50-063165","200002","ｼﾙﾊﾞｰ","74000","熊本","301","せ","1608","有","有","無","無","無","有","","","","091800H18000142","300423"
"1900053","通常","入庫済","2019/01/31","日産人吉　営業","ﾙｰｸｽ","DBA-ML21S","ML21S-506531","201001","ﾑﾗｻｷ","50000","熊本","580","の","9544","","","","","","","","","","091800H19000053","310156"
"1800397","通常","入庫済","2018/08/10","株式会社はなまる","ekﾜｺﾞﾝ","CBA-H81W","H81W-0911823","0","ｼﾛ","0","なにわ","783","ろ","269","無","無","無","無","無","無","","村田眞一郎","","091800H18000358","300827"
"1800435","通常","入庫済","2018/09/22","亀崎モータース","ﾐﾗ","TA-L700S","L700S-0276321","200204","ｼﾛ","14000","熊本","53","い","3323","無","コピー","無","無","無","無","","","","091800H18000435","300941"
"1800413","通常","入庫済","2018/09/11","（株）ＪＵＳＴ","ﾜｺﾞﾝR･ｽﾃｨﾝｸﾞﾚｰ","DBA-MH22S","MH22S-123587","0","ｶﾞﾝﾒﾀ","14000","熊本","594","つ","1","無","抹消原本","無","無","無","無","","","","091800H18000413","300921"
"1800298","通常","入庫済","2018/07/09","エムオート","ｳｲﾝｸﾞﾛｰﾄﾞ","UA-WFY11","WFY11-375409","0","ｼﾙﾊﾞｰ","23000","熊本","501","み","5152","無","抹消原本","無","無","無","無","","","","091800H18000298","300717"
"1900006","通常","入庫済","2019/01/08","（株）カーライフ","ﾁｪｲｻｰ","GF-GX100","GX100-0100772","199911","ﾊﾟｰﾙ","30240","熊本","300","す","1796","","有","有","有","有","無","","","","091800H19000006","310105"
"1900121","通常","入庫済","2019/02/26","ハロービックハロー八代","ﾜｺﾞﾝR","CBA-MH21S","MH21S-325223","200503","ｸﾛ","13000","熊本","580","ふ","3993","有","有","無","無","無","無","","","","091800H19000121","310261"
"1900059","通常","入庫済","2019/02/02","（株）ＪＵＳＴ","ﾜｺﾞﾝR","LA-MC22S","MC22S-135511","200102","ｷﾞﾝ","13000","熊本","580","も","6462","無","抹消原本","無","無","無","無","","","","091800H19000059","310204"
"1900060","通常","入庫済","2019/02/02","コバック熊本インター店","ﾗｲﾌ","UA-JB5","JB5-4001205","200309","ﾍﾞｰｼﾞｭ","13000","鹿児島","583","け","2712","有","有","無","無","無","無","","","","091800H19000060","310203"
"1800167","通常","入庫済","2018/04/27","佐々木鈑金塗装工場","ﾑｰﾌﾞ","TA-L900S","L900S-1067797","200110","ﾊﾟｰﾙ","14000","熊本","50","る","1539","無","抹消コピー","無","無","無","無","","","","091800H18000167","300438"
"1800641","通常","入庫済","2018/12/28","全損残価評価システム","ﾌﾟﾚｵ","TA-RA1","RA1-282251","200205","ｷﾞﾝ","15000","熊本","581","か","6219","有","有","無","無","無","有","","","","091800H18000642","301272"
"1900014","通常","入庫済","2019/01/10","（有）平田鈑金塗装工場","ｴｽﾃｨﾏ","TA-ACR30W","ACR30-0140579","200111","ｷﾝ","50000","熊本","300","つ","1946","有","有","有","有","有","無","","","","091800H19000014","310113"
"1800414","通常","入庫済","2018/09/11","（株）ＪＵＳＴ","MRﾜｺﾞﾝ","CBA-MF21S","MF21S-401901","0","ｸﾛ","14000","熊本","581","く","8581","無","抹消原本","無","無","無","無","","","","091800H18000414","300920"
"1900095","通常","入庫済","2019/02/20","フェニックスガレージ","ｽｶｲﾗｲﾝ","GH-V35","V35-150789","200301","ﾊﾟｰﾙ","30000","熊本","301","ぬ","2976","","","","","","","","","","091800H19000095","310139"
"1900087","通常","入庫済","2019/02/18","株式会社はなまる","ﾀﾝﾄ","DBA-L375S","L375S-0664245","201306","ﾊﾟｰﾙ","27000","なにわ","784","ろ","9551","無","無","無","無","無","無","ﾌﾛﾝﾄ事故車","村田眞一郎","","091800H19000087","310228"
"1800342","通常","入庫済","2018/08/06","プリンス水俣営業","ﾏｰﾁ","UA-AK12","AK12-181480","0","ﾐｽﾞｲﾛ","23000","熊本","500","ま","3280","有","有","有","有","有","有","","","","091800H18000342","300816"
"1900047","通常","入庫済","2019/01/29","プリンス八代営業","ｳｲﾝｸﾞﾛｰﾄﾞ","UA-WFY11","WFY11-417932","200401","ｸﾞﾚｰ","20000","熊本","530","ぬ","2345","有","有","有","有","有","無","","","","091800H19000047","310152"
"1800124","通常","入庫済","2018/04/05","70 MOTORING","ﾐﾆｶ","GF-H42A","H42A-0049679","199904","ｺﾞｰﾙﾄﾞ","14000","熊本","580","や","4470","無","抹消原本","無","無","無","無","","","","091800H18000124","300412"
"1800125","通常","入庫済","2018/04/05","70 MOTORING","ｽﾃｯﾌﾟﾜｺﾞﾝ","CBA-RF5","RF5-1108738","200412","ｸﾛ","30000","熊本","301","さ","6209","無","抹消原本","無","無","無","無","","","","091800H18000125","300413"
"1900042","通常","入庫済","2019/01/25","個人","ﾜｺﾞﾝR","GF-MC11S","MC11S-733108","200007","ｼﾛ","7000","熊本","581","そ","9731","有","有","無","無","無","無","","","","091800H19000042","310146"
"1800387","通常","入庫済","2018/09/04","株式会社はなまる","ﾊﾟﾚｯﾄ","DBA-MK21S","MK21S-430946","201206","ﾊﾟｰﾙ","29610","なにわ","783","ろ","60","無","抹消原本","無","無","無","無","","村田眞一郎","","091800H18000388","300905"
"1800257","通常","入庫済","2018/06/18","日産人吉　営業","ｱｸﾃｨ","GBD-HA7","HA7-1703459","200704","ｼﾛ","13000","熊本","480","え","9551","無","コピー","無","無","無","無","","","","091800H18000257","290501"
"1800382","通常","入庫済","2018/08/22","くまもと共済　八代営業所","ﾑｰﾌﾞ","DBA-L175S","L175S-0318339","201005","ｷﾝ","14000","熊本","581","た","1720","有","有","無","無","無","有","","","","091800H18000383","300848"
"1900040","通常","入庫済","2019/01/25","個人","ﾊｲｾﾞｯﾄ","V-S82V","S82V-483946","0","","5000","熊本","480","あ","8168","無","無","","無","無","無","","","","091800H19000038","310142"
"1800154","通常","入庫済","2018/02/15","マツダ八代インター　営業","ｽｸﾗﾑ","EBD-DG63T","DG63T-418754","200801","ｼﾛ","20000","熊本","480","き","1976","有","有","無","無","無","無","","","","091800H18000154","300215"
"1900010","通常","入庫済","2019/01/09","日産人吉　営業","ﾑｰﾌﾞ","E-L602S","L602S-057106","199709","ｼﾛ","13000","熊本","50","は","5659","有","有","無","無","無","無","","","","091800H19000010","310110"
"1800394","通常","入庫済","2018/08/30","プリンス八代営業","ﾋﾟﾉ","DBA-HC24S","HC24S-624353","0","ｷﾞﾝ","5000","熊本","580","の","6955","有","有","無","無","無","無","","","","091800H18000395","300858"
"1900018","通常","入庫済","2019/01/12","株式会社はなまる","ｴﾌﾞﾘｨ","LE-DA62V","DA62V-526756","200503","ｷﾞﾝ","15100","なにわ","496","ろ","5225","有","コピー","無","無","無","有","","村田眞一郎","","091800H19000018","310117"
"1800152","通常","入庫済","2018/03/26","（有）桑原モータース","ﾓﾋﾞﾘｵ･ｽﾊﾟｲｸ","CBA-GK1","GK1-1113485","200408","ｱｶ","23000","熊本","599","た","2568","無","抹消原本","無","無","無","無","","","","091800H18000152","300372"
"1800262","通常","入庫済","2018/06/20","日産人吉　営業","ｱﾙﾌｧｰﾄﾞ","CBA-ANH10W","ANH10-0061047","200403","ﾊﾟｰﾙ","50000","熊本","300","ら","1634","有","有","有","有","有","無","","","","091800H18000262","281125"
"1800255","通常","入庫済","2018/06/15","日産人吉　営業","MPV","CBA-LW3W","LW3W-440256","200602","ｱｶ","33000","熊本","300","ゆ","8764","無","抹消原本","無","無","無","無","","","","091800H18000255","300626"
